Дата;Заказчик;Город;Категория товара;Товар;Цена за упаковку;Количество;Итого
05.10.2020 0:00;О'КЕЙ;Москва;Ягоды;Черешня;1760;61;107360
05.10.2020 0:00;Лента;Москва;Ягоды;Смородина черная;1505;47;70735
05.10.2020 0:00;Магнит;Санкт-Петербург;Овощи;Кабачки;325;43;13975
06.10.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Свекла;450;21;9450
06.10.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Салат айсберг;1380;80;110400
06.10.2020 0:00;Лента;Санкт-Петербург;Зелень;Петрушка;640;60;38400
06.10.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Брусника;1670;32;53440
06.10.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Апельсины;2540;58;147320
06.10.2020 0:00;Лента;Москва;Овощи;Морковь;715;81;57915
07.10.2020 0:00;Лента;Волгоград;Фрукты;Груши;1420;96;136320
07.10.2020 0:00;Ашан;Ростов-на-Дону;Овощи;Кабачки;325;52;16900
07.10.2020 0:00;Магнит;Москва;Зелень;Укроп;650;79;51350
07.10.2020 0:00;Лента;Екатеринбург;Зелень;Лук зеленый;705;65;45825
07.10.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Брусника;1670;14;23380
07.10.2020 0:00;Магнит;Волгоград;Овощи;Морковь;715;49;35035
07.10.2020 0:00;Магнит;Волгоград;Зелень;Укроп;650;86;55900
07.10.2020 0:00;Лента;Волгоград;Фрукты;Апельсины;2540;68;172720
08.10.2020 0:00;Ашан;Новосибирск;Ягоды;Голубика;3205;9;28845
08.10.2020 0:00;Магнит;Екатеринбург;Овощи;Баклажаны;890;15;13350
08.10.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Смородина черная;1505;21;31605
08.10.2020 0:00;Лента;Екатеринбург;Зелень;Салат римский;540;26;14040
08.10.2020 0:00;Магнит;Новосибирск;Овощи;Баклажаны;890;67;59630
08.10.2020 0:00;Ашан;Ростов-на-Дону;Овощи;Кабачки;325;64;20800
08.10.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Груши;1420;70;99400
09.10.2020 0:00;Ашан;Новосибирск;Фрукты;Бананы;2400;10;24000
09.10.2020 0:00;Магнит;Москва;Овощи;Свекла;450;66;29700
09.10.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Сливы;930;99;92070
09.10.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Салат римский;540;19;10260
09.10.2020 0:00;Магнит;Москва;Ягоды;Смородина черная;1505;85;127925
09.10.2020 0:00;Лента;Новосибирск;Фрукты;Апельсины;2540;67;170180
09.10.2020 0:00;Магнит;Москва;Фрукты;Абрикосы;1320;79;104280
09.10.2020 0:00;О'КЕЙ;Москва;Фрукты;Яблоки;1230;8;9840
09.10.2020 0:00;О'КЕЙ;Волгоград;Зелень;Салат римский;540;36;19440
10.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Баклажаны;890;50;44500
10.10.2020 0:00;Лента;Санкт-Петербург;Зелень;Салат айсберг;1380;85;117300
10.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Сливы;930;48;44640
10.10.2020 0:00;Ашан;Новосибирск;Зелень;Кинза;650;59;38350
10.10.2020 0:00;Лента;Екатеринбург;Фрукты;Абрикосы;1320;11;14520
10.10.2020 0:00;Лента;Москва;Фрукты;Бананы;2400;14;33600
10.10.2020 0:00;Лента;Москва;Ягоды;Смородина черная;1505;83;124915
10.10.2020 0:00;Ашан;Москва;Овощи;Свекла;450;89;40050
11.10.2020 0:00;Лента;Санкт-Петербург;Фрукты;Груши;1420;61;86620
11.10.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Салат айсберг;1380;10;13800
11.10.2020 0:00;Лента;Волгоград;Зелень;Кинза;650;76;49400
11.10.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Брусника;1670;48;80160
11.10.2020 0:00;Лента;Санкт-Петербург;Зелень;Салат римский;540;64;34560
11.10.2020 0:00;Лента;Екатеринбург;Фрукты;Апельсины;2540;95;241300
11.10.2020 0:00;Ашан;Волгоград;Овощи;Баклажаны;890;52;46280
11.10.2020 0:00;Лента;Санкт-Петербург;Овощи;Кабачки;325;94;30550
11.10.2020 0:00;Магнит;Санкт-Петербург;Зелень;Кинза;650;26;16900
11.10.2020 0:00;Лента;Москва;Зелень;Салат айсберг;1380;23;31740
11.10.2020 0:00;Магнит;Екатеринбург;Зелень;Салат айсберг;1380;38;52440
11.10.2020 0:00;Лента;Москва;Ягоды;Малина;2970;48;142560
11.10.2020 0:00;О'КЕЙ;Москва;Овощи;Картофель;690;74;51060
12.10.2020 0:00;Лента;Волгоград;Фрукты;Апельсины;2540;89;226060
12.10.2020 0:00;Магнит;Санкт-Петербург;Овощи;Свекла;450;50;22500
12.10.2020 0:00;Лента;Волгоград;Ягоды;Голубика;3205;41;131405
13.10.2020 0:00;Магнит;Санкт-Петербург;Зелень;Лук зеленый;705;33;23265
13.10.2020 0:00;О'КЕЙ;Москва;Ягоды;Голубика;3205;36;115380
13.10.2020 0:00;Магнит;Москва;Ягоды;Черешня;1760;69;121440
13.10.2020 0:00;Лента;Новосибирск;Зелень;Петрушка;640;46;29440
13.10.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Баклажаны;890;83;73870
13.10.2020 0:00;О'КЕЙ;Волгоград;Зелень;Салат айсберг;1380;44;60720
13.10.2020 0:00;Лента;Екатеринбург;Ягоды;Малина;2970;16;47520
13.10.2020 0:00;Ашан;Новосибирск;Овощи;Свекла;450;34;15300
13.10.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Бананы;2400;83;199200
13.10.2020 0:00;Ашан;Новосибирск;Фрукты;Апельсины;2540;6;15240
13.10.2020 0:00;Ашан;Санкт-Петербург;Зелень;Петрушка;640;21;13440
13.10.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Черешня;1760;27;47520
14.10.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Абрикосы;1320;30;39600
14.10.2020 0:00;Ашан;Москва;Зелень;Лук зеленый;705;81;57105
14.10.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Салат римский;540;38;20520
14.10.2020 0:00;Лента;Волгоград;Ягоды;Смородина черная;1505;80;120400
14.10.2020 0:00;Магнит;Москва;Зелень;Укроп;650;35;22750
14.10.2020 0:00;Лента;Санкт-Петербург;Фрукты;Бананы;2400;70;168000
14.10.2020 0:00;Лента;Екатеринбург;Овощи;Морковь;715;88;62920
14.10.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Салат римский;540;39;21060
14.10.2020 0:00;Лента;Москва;Зелень;Петрушка;640;63;40320
15.10.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;60;144000
15.10.2020 0:00;Лента;Екатеринбург;Зелень;Салат римский;540;23;12420
15.10.2020 0:00;Магнит;Новосибирск;Зелень;Кинза;650;57;37050
15.10.2020 0:00;Лента;Москва;Овощи;Морковь;715;14;10010
15.10.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Бананы;2400;86;206400
15.10.2020 0:00;О'КЕЙ;Екатеринбург;Фрукты;Абрикосы;1320;68;89760
15.10.2020 0:00;Магнит;Волгоград;Зелень;Салат айсберг;1380;59;81420
15.10.2020 0:00;Лента;Волгоград;Фрукты;Абрикосы;1320;40;52800
15.10.2020 0:00;О'КЕЙ;Москва;Фрукты;Груши;1420;8;11360
15.10.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Апельсины;2540;72;182880
15.10.2020 0:00;Магнит;Санкт-Петербург;Зелень;Лук зеленый;705;21;14805
15.10.2020 0:00;Лента;Санкт-Петербург;Ягоды;Малина;2970;32;95040
15.10.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Малина;2970;20;59400
15.10.2020 0:00;О'КЕЙ;Москва;Зелень;Петрушка;640;83;53120
16.10.2020 0:00;Ашан;Волгоград;Фрукты;Яблоки;1230;51;62730
16.10.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Укроп;650;95;61750
16.10.2020 0:00;Магнит;Новосибирск;Зелень;Салат айсберг;1380;45;62100
16.10.2020 0:00;Магнит;Екатеринбург;Ягоды;Клубника;2460;69;169740
16.10.2020 0:00;Лента;Екатеринбург;Овощи;Морковь;715;80;57200
16.10.2020 0:00;Лента;Ростов-на-Дону;Зелень;Петрушка;640;97;62080
16.10.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Баклажаны;890;58;51620
16.10.2020 0:00;Ашан;Новосибирск;Фрукты;Сливы;930;9;8370
17.10.2020 0:00;Ашан;Москва;Ягоды;Смородина черная;1505;28;42140
17.10.2020 0:00;Магнит;Волгоград;Ягоды;Голубика;3205;28;89740
17.10.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Бананы;2400;6;14400
17.10.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Черешня;1760;13;22880
17.10.2020 0:00;Магнит;Москва;Овощи;Морковь;715;70;50050
17.10.2020 0:00;Ашан;Санкт-Петербург;Зелень;Салат айсберг;1380;61;84180
17.10.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Баклажаны;890;25;22250
17.10.2020 0:00;Магнит;Новосибирск;Ягоды;Брусника;1670;7;11690
17.10.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Малина;2970;65;193050
17.10.2020 0:00;Ашан;Екатеринбург;Фрукты;Яблоки;1230;91;111930
17.10.2020 0:00;Ашан;Волгоград;Ягоды;Малина;2970;84;249480
17.10.2020 0:00;Лента;Екатеринбург;Овощи;Баклажаны;890;16;14240
17.10.2020 0:00;Ашан;Новосибирск;Овощи;Капуста;460;31;14260
17.10.2020 0:00;Магнит;Новосибирск;Зелень;Укроп;650;37;24050
17.10.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Кинза;650;98;63700
18.10.2020 0:00;Магнит;Волгоград;Ягоды;Клубника;2460;8;19680
18.10.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Голубика;3205;94;301270
18.10.2020 0:00;Ашан;Москва;Фрукты;Абрикосы;1320;22;29040
18.10.2020 0:00;Лента;Екатеринбург;Зелень;Петрушка;640;8;5120
18.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Малина;2970;62;184140
19.10.2020 0:00;Магнит;Москва;Зелень;Лук зеленый;705;62;43710
19.10.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Салат айсберг;1380;13;17940
19.10.2020 0:00;Ашан;Новосибирск;Ягоды;Малина;2970;96;285120
19.10.2020 0:00;Лента;Волгоград;Зелень;Кинза;650;54;35100
19.10.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;64;153600
19.10.2020 0:00;Ашан;Москва;Фрукты;Абрикосы;1320;85;112200
19.10.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Смородина черная;1505;41;61705
19.10.2020 0:00;О'КЕЙ;Москва;Ягоды;Малина;2970;23;68310
19.10.2020 0:00;Магнит;Новосибирск;Фрукты;Яблоки;1230;85;104550
19.10.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Брусника;1670;74;123580
19.10.2020 0:00;Лента;Санкт-Петербург;Овощи;Картофель;690;12;8280
19.10.2020 0:00;Лента;Санкт-Петербург;Зелень;Кинза;650;83;53950
19.10.2020 0:00;Магнит;Москва;Ягоды;Смородина черная;1505;58;87290
20.10.2020 0:00;Ашан;Москва;Овощи;Капуста;460;75;34500
20.10.2020 0:00;Магнит;Санкт-Петербург;Зелень;Укроп;650;98;63700
20.10.2020 0:00;Магнит;Москва;Фрукты;Апельсины;2540;22;55880
20.10.2020 0:00;О'КЕЙ;Москва;Овощи;Свекла;450;76;34200
20.10.2020 0:00;О'КЕЙ;Волгоград;Овощи;Морковь;715;25;17875
20.10.2020 0:00;Ашан;Волгоград;Овощи;Капуста;460;87;40020
20.10.2020 0:00;Лента;Волгоград;Фрукты;Абрикосы;1320;74;97680
20.10.2020 0:00;Магнит;Санкт-Петербург;Зелень;Петрушка;640;63;40320
20.10.2020 0:00;Ашан;Ростов-на-Дону;Овощи;Баклажаны;890;30;26700
20.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Картофель;690;96;66240
20.10.2020 0:00;Лента;Москва;Овощи;Свекла;450;12;5400
20.10.2020 0:00;Ашан;Волгоград;Зелень;Салат айсберг;1380;18;24840
21.10.2020 0:00;Магнит;Москва;Ягоды;Малина;2970;98;291060
21.10.2020 0:00;Ашан;Москва;Фрукты;Сливы;930;29;26970
21.10.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Сливы;930;81;75330
21.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Зелень;Петрушка;640;98;62720
21.10.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Клубника;2460;80;196800
21.10.2020 0:00;Магнит;Волгоград;Ягоды;Черешня;1760;17;29920
21.10.2020 0:00;Лента;Санкт-Петербург;Зелень;Салат айсберг;1380;62;85560
21.10.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Груши;1420;44;62480
22.10.2020 0:00;Магнит;Волгоград;Зелень;Лук зеленый;705;67;47235
22.10.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Брусника;1670;68;113560
22.10.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Морковь;715;65;46475
22.10.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Голубика;3205;48;153840
22.10.2020 0:00;Магнит;Новосибирск;Фрукты;Абрикосы;1320;79;104280
22.10.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Петрушка;640;70;44800
23.10.2020 0:00;Магнит;Екатеринбург;Овощи;Морковь;715;30;21450
23.10.2020 0:00;Лента;Ростов-на-Дону;Овощи;Свекла;450;81;36450
23.10.2020 0:00;Ашан;Новосибирск;Фрукты;Апельсины;2540;93;236220
23.10.2020 0:00;Лента;Екатеринбург;Фрукты;Груши;1420;82;116440
23.10.2020 0:00;Лента;Санкт-Петербург;Фрукты;Абрикосы;1320;50;66000
23.10.2020 0:00;О'КЕЙ;Москва;Зелень;Салат айсберг;1380;97;133860
23.10.2020 0:00;Ашан;Санкт-Петербург;Овощи;Капуста;460;70;32200
23.10.2020 0:00;Ашан;Новосибирск;Фрукты;Бананы;2400;33;79200
23.10.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Малина;2970;52;154440
23.10.2020 0:00;Магнит;Волгоград;Фрукты;Абрикосы;1320;69;91080
24.10.2020 0:00;Ашан;Москва;Ягоды;Черешня;1760;13;22880
24.10.2020 0:00;Ашан;Новосибирск;Фрукты;Груши;1420;23;32660
24.10.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Голубика;3205;12;38460
24.10.2020 0:00;Магнит;Екатеринбург;Зелень;Петрушка;640;76;48640
24.10.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Груши;1420;25;35500
24.10.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Петрушка;640;43;27520
24.10.2020 0:00;Лента;Екатеринбург;Фрукты;Абрикосы;1320;53;69960
24.10.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Малина;2970;36;106920
24.10.2020 0:00;Магнит;Новосибирск;Фрукты;Груши;1420;19;26980
24.10.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Черешня;1760;100;176000
24.10.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Кинза;650;33;21450
25.10.2020 0:00;Ашан;Екатеринбург;Овощи;Картофель;690;39;26910
25.10.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Сливы;930;89;82770
25.10.2020 0:00;Лента;Санкт-Петербург;Овощи;Морковь;715;86;61490
25.10.2020 0:00;Лента;Екатеринбург;Овощи;Кабачки;325;51;16575
25.10.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Абрикосы;1320;89;117480
25.10.2020 0:00;Лента;Санкт-Петербург;Овощи;Баклажаны;890;61;54290
25.10.2020 0:00;Магнит;Новосибирск;Зелень;Кинза;650;64;41600
26.10.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Апельсины;2540;30;76200
26.10.2020 0:00;Магнит;Волгоград;Фрукты;Апельсины;2540;75;190500
26.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Черешня;1760;89;156640
26.10.2020 0:00;Ашан;Екатеринбург;Фрукты;Сливы;930;48;44640
26.10.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Свекла;450;58;26100
26.10.2020 0:00;Ашан;Москва;Зелень;Петрушка;640;8;5120
26.10.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Черешня;1760;23;40480
26.10.2020 0:00;Лента;Санкт-Петербург;Овощи;Баклажаны;890;95;84550
26.10.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Брусника;1670;23;38410
26.10.2020 0:00;Ашан;Санкт-Петербург;Зелень;Кинза;650;11;7150
26.10.2020 0:00;Магнит;Екатеринбург;Фрукты;Сливы;930;70;65100
26.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Апельсины;2540;53;134620
26.10.2020 0:00;Магнит;Москва;Овощи;Свекла;450;91;40950
27.10.2020 0:00;О'КЕЙ;Москва;Зелень;Салат айсберг;1380;98;135240
27.10.2020 0:00;Магнит;Екатеринбург;Зелень;Салат римский;540;97;52380
27.10.2020 0:00;Лента;Ростов-на-Дону;Зелень;Лук зеленый;705;49;34545
27.10.2020 0:00;Магнит;Волгоград;Фрукты;Яблоки;1230;86;105780
27.10.2020 0:00;Магнит;Волгоград;Фрукты;Сливы;930;19;17670
27.10.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Яблоки;1230;51;62730
27.10.2020 0:00;Ашан;Екатеринбург;Ягоды;Брусника;1670;54;90180
27.10.2020 0:00;Магнит;Екатеринбург;Ягоды;Брусника;1670;26;43420
27.10.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Бананы;2400;73;175200
27.10.2020 0:00;О'КЕЙ;Новосибирск;Овощи;Капуста;460;74;34040
27.10.2020 0:00;Ашан;Москва;Овощи;Морковь;715;55;39325
27.10.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Петрушка;640;5;3200
27.10.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Абрикосы;1320;33;43560
28.10.2020 0:00;Ашан;Екатеринбург;Фрукты;Бананы;2400;92;220800
28.10.2020 0:00;Лента;Ростов-на-Дону;Фрукты;Абрикосы;1320;46;60720
28.10.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Голубика;3205;77;246785
28.10.2020 0:00;Ашан;Волгоград;Зелень;Салат айсберг;1380;16;22080
28.10.2020 0:00;Ашан;Волгоград;Овощи;Капуста;460;92;42320
28.10.2020 0:00;Лента;Волгоград;Фрукты;Груши;1420;89;126380
28.10.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Морковь;715;25;17875
28.10.2020 0:00;Лента;Волгоград;Овощи;Кабачки;325;88;28600
28.10.2020 0:00;Лента;Екатеринбург;Зелень;Лук зеленый;705;38;26790
28.10.2020 0:00;Лента;Ростов-на-Дону;Зелень;Салат айсберг;1380;36;49680
29.10.2020 0:00;Магнит;Санкт-Петербург;Зелень;Кинза;650;59;38350
29.10.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Голубика;3205;51;163455
29.10.2020 0:00;Магнит;Москва;Зелень;Салат айсберг;1380;86;118680
29.10.2020 0:00;Магнит;Волгоград;Фрукты;Абрикосы;1320;46;60720
29.10.2020 0:00;О'КЕЙ;Москва;Фрукты;Яблоки;1230;90;110700
29.10.2020 0:00;Лента;Москва;Зелень;Салат айсберг;1380;50;69000
30.10.2020 0:00;Ашан;Екатеринбург;Зелень;Лук зеленый;705;53;37365
30.10.2020 0:00;Магнит;Москва;Овощи;Морковь;715;64;45760
30.10.2020 0:00;Лента;Волгоград;Зелень;Укроп;650;15;9750
30.10.2020 0:00;Лента;Волгоград;Овощи;Капуста;460;33;15180
30.10.2020 0:00;Лента;Екатеринбург;Овощи;Капуста;460;47;21620
30.10.2020 0:00;Ашан;Волгоград;Ягоды;Малина;2970;100;297000
30.10.2020 0:00;Лента;Волгоград;Ягоды;Малина;2970;13;38610
30.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Бананы;2400;60;144000
30.10.2020 0:00;Ашан;Новосибирск;Ягоды;Голубика;3205;66;211530
30.10.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;20;48000
30.10.2020 0:00;О'КЕЙ;Москва;Овощи;Баклажаны;890;70;62300
30.10.2020 0:00;Лента;Екатеринбург;Фрукты;Груши;1420;75;106500
30.10.2020 0:00;Ашан;Санкт-Петербург;Овощи;Капуста;460;43;19780
30.10.2020 0:00;Ашан;Новосибирск;Зелень;Салат айсберг;1380;46;63480
31.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Груши;1420;50;71000
31.10.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Салат айсберг;1380;53;73140
31.10.2020 0:00;Лента;Санкт-Петербург;Овощи;Картофель;690;41;28290
31.10.2020 0:00;Ашан;Ростов-на-Дону;Овощи;Морковь;715;15;10725
31.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Голубика;3205;22;70510
31.10.2020 0:00;Лента;Новосибирск;Зелень;Кинза;650;83;53950
31.10.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Груши;1420;100;142000
01.11.2020 0:00;Лента;Москва;Фрукты;Яблоки;1230;97;119310
01.11.2020 0:00;Лента;Волгоград;Овощи;Кабачки;325;51;16575
01.11.2020 0:00;Ашан;Волгоград;Фрукты;Сливы;930;40;37200
01.11.2020 0:00;Ашан;Новосибирск;Фрукты;Яблоки;1230;90;110700
01.11.2020 0:00;Лента;Екатеринбург;Овощи;Кабачки;325;7;2275
01.11.2020 0:00;Ашан;Москва;Зелень;Салат римский;540;36;19440
01.11.2020 0:00;О'КЕЙ;Москва;Овощи;Морковь;715;100;71500
01.11.2020 0:00;Ашан;Екатеринбург;Зелень;Салат айсберг;1380;26;35880
01.11.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Брусника;1670;75;125250
01.11.2020 0:00;Лента;Москва;Фрукты;Яблоки;1230;27;33210
01.11.2020 0:00;Ашан;Москва;Овощи;Морковь;715;64;45760
01.11.2020 0:00;Магнит;Екатеринбург;Ягоды;Смородина черная;1505;95;142975
01.11.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Абрикосы;1320;83;109560
01.11.2020 0:00;Лента;Екатеринбург;Фрукты;Абрикосы;1320;42;55440
02.11.2020 0:00;Магнит;Новосибирск;Ягоды;Клубника;2460;13;31980
02.11.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Морковь;715;63;45045
02.11.2020 0:00;Лента;Новосибирск;Ягоды;Клубника;2460;22;54120
02.11.2020 0:00;Магнит;Волгоград;Зелень;Петрушка;640;66;42240
02.11.2020 0:00;Магнит;Новосибирск;Зелень;Салат айсберг;1380;22;30360
02.11.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Лук зеленый;705;17;11985
02.11.2020 0:00;Лента;Екатеринбург;Овощи;Морковь;715;8;5720
02.11.2020 0:00;Лента;Новосибирск;Ягоды;Черешня;1760;9;15840
03.11.2020 0:00;Лента;Новосибирск;Ягоды;Черешня;1760;75;132000
03.11.2020 0:00;Лента;Санкт-Петербург;Ягоды;Черешня;1760;55;96800
03.11.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Малина;2970;53;157410
03.11.2020 0:00;Ашан;Екатеринбург;Зелень;Лук зеленый;705;73;51465
03.11.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Яблоки;1230;46;56580
03.11.2020 0:00;Магнит;Новосибирск;Фрукты;Груши;1420;58;82360
03.11.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Капуста;460;87;40020
03.11.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Капуста;460;80;36800
03.11.2020 0:00;Лента;Новосибирск;Зелень;Салат римский;540;83;44820
03.11.2020 0:00;Магнит;Волгоград;Ягоды;Клубника;2460;12;29520
03.11.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Черешня;1760;82;144320
03.11.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Апельсины;2540;44;111760
04.11.2020 0:00;Ашан;Волгоград;Фрукты;Сливы;930;36;33480
04.11.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Малина;2970;39;115830
04.11.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Баклажаны;890;66;58740
04.11.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Салат айсберг;1380;15;20700
04.11.2020 0:00;О'КЕЙ;Москва;Зелень;Салат римский;540;8;4320
04.11.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;75;34500
04.11.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Сливы;930;89;82770
04.11.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Клубника;2460;32;78720
04.11.2020 0:00;Лента;Екатеринбург;Зелень;Укроп;650;80;52000
04.11.2020 0:00;О'КЕЙ;Волгоград;Зелень;Салат римский;540;85;45900
04.11.2020 0:00;Магнит;Волгоград;Фрукты;Яблоки;1230;78;95940
05.11.2020 0:00;Лента;Екатеринбург;Зелень;Лук зеленый;705;5;3525
05.11.2020 0:00;Магнит;Москва;Зелень;Кинза;650;10;6500
05.11.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Кабачки;325;40;13000
05.11.2020 0:00;Лента;Волгоград;Зелень;Салат айсберг;1380;6;8280
05.11.2020 0:00;Магнит;Волгоград;Фрукты;Груши;1420;75;106500
05.11.2020 0:00;Магнит;Москва;Фрукты;Яблоки;1230;34;41820
05.11.2020 0:00;Лента;Волгоград;Ягоды;Смородина черная;1505;88;132440
05.11.2020 0:00;Лента;Ростов-на-Дону;Фрукты;Бананы;2400;22;52800
06.11.2020 0:00;Лента;Москва;Ягоды;Черешня;1760;26;45760
06.11.2020 0:00;Ашан;Екатеринбург;Овощи;Морковь;715;91;65065
06.11.2020 0:00;Магнит;Екатеринбург;Фрукты;Сливы;930;81;75330
06.11.2020 0:00;Лента;Москва;Зелень;Укроп;650;93;60450
06.11.2020 0:00;Лента;Екатеринбург;Овощи;Морковь;715;90;64350
06.11.2020 0:00;О'КЕЙ;Новосибирск;Овощи;Капуста;460;62;28520
06.11.2020 0:00;Лента;Москва;Ягоды;Смородина черная;1505;28;42140
06.11.2020 0:00;О'КЕЙ;Москва;Фрукты;Сливы;930;57;53010
06.11.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Бананы;2400;6;14400
06.11.2020 0:00;Магнит;Новосибирск;Зелень;Кинза;650;59;38350
06.11.2020 0:00;О'КЕЙ;Москва;Овощи;Баклажаны;890;51;45390
06.11.2020 0:00;Лента;Санкт-Петербург;Зелень;Салат римский;540;42;22680
06.11.2020 0:00;Магнит;Новосибирск;Овощи;Кабачки;325;37;12025
06.11.2020 0:00;Лента;Волгоград;Фрукты;Сливы;930;54;50220
06.11.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Груши;1420;20;28400
07.11.2020 0:00;О'КЕЙ;Волгоград;Зелень;Салат римский;540;62;33480
07.11.2020 0:00;О'КЕЙ;Екатеринбург;Фрукты;Абрикосы;1320;30;39600
07.11.2020 0:00;Ашан;Новосибирск;Ягоды;Голубика;3205;28;89740
07.11.2020 0:00;Лента;Новосибирск;Ягоды;Брусника;1670;9;15030
07.11.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Бананы;2400;11;26400
07.11.2020 0:00;О'КЕЙ;Москва;Овощи;Кабачки;325;93;30225
07.11.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Сливы;930;86;79980
